objectid,subject,title,filename,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,format,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8402600890,CMU,GREAT LAKES CHILDREN'S MUSEUM,demo_001.jpg,383430004,,A52,,712110,image/jpeg,THE GREAT LAKES CHILDRENS MUSEUM,,,13240 S WEST BAY SHORE DR,TRAVERSE CITY,MI,49684-5570,49684,,,,,,2319324526,HTTP://GREATLAKESKIDS.ORG/,THE GREAT LAKES CHILDRENS MUSEUM,201406,5,767702,415371,13240 S WEST BAY SHORE D,TRAVERSE CIT,MI,49684-5570,200002,,,,,-85.65649,44.77569,4,3,3,26,89,13240 S WEST BAY SHORE D,TRAVERSE CIT,MI,49684-5570,49684,1,0,0,1,0,0,0,
8402600897,CMU,MIDLAND CHILDREN'S MUSEUM,demo_001.jpg,383451760,,A50,81237609,712110,image/jpeg,THE MIDLAND CHILDRENS MUSEUM,,,5212 HUNTINGTON DRIVE,MIDLAND,MI,48640,48640,1801 W SAINT ANDREWS ROAD,MIDLAND,MI,48640,48640,9896315930,HTTP://WWW.MCFTA.ORG/,THE MIDLAND CHILDRENS MUSEUM,201412,0,0,0,5212 HUNTINGTON DR,MIDLAND,MI,48640-2197,201412,,,,,-84.25004,43.62518,4,3,1,26,111,1801 W SAINT ANDREWS ROAD,MIDLAND,MI,48640,48640,1,0,0,0,0,0,0,
8402600906,CMU,MID-MICHIGAN CHILDREN'S MUSEUM,demo_001.jpg,383484109,,A52,135945132,712110,image/jpeg,MID-MICHIGAN CHILDRENS MUSEUM,,,315 W GENESEE AVE,SAGINAW,MI,48605-2283,48605,,,,,,9893996626,HTTP://WWW.MIDMICM.ORG,MID-MICHIGAN CHILDRENS MUSEUM,201312,4,412009,391400,PO BOX 2283,SAGINAW,MI,48605-2283,200008,,,,,-83.94643,43.41961,4,3,1,26,145,PO BOX 2283,SAGINAW,MI,48605-2283,48605,1,0,1,1,0,0,0,
8402600934,CMU,FOREVER CURIOUS CHILDREN'S MUSEUM,demo_001.jpg,383574720,,A52,,712110,image/jpeg,FOREVER CURIOUS CHILDRENS MUSEUM,,,PO BOX LI01,FENNVILLE,MI,49408-1101,49408,202 E MAIN ST,FENNVILLE,MI,49408-1101,49408,2695618494,HTTP://FOREVERCURIOUSMUSEUM.ORG/,FOREVER CURIOUS CHILDRENS MUSEUM,201312,3,65051,59148,PO BOX 1101,FENNVILLE,MI,49408-1101,200201,,,,,-86.10323,42.59418,4,3,4,26,5,202 E MAIN ST,FENNVILLE,MI,49408-1101,49408,1,0,0,0,0,0,0,
8402601026,CMU,MACOMB CHILDREN'S HANDS ON MUSEUM,demo_001.jpg,450998276,,A52,,712110,image/jpeg,MACOMB CHILDRENS HANDS ON MUSEUM INC,,,PO BOX 463101,MOUNT CLEMENS,MI,48046-3101,48046,,,,,,5866157928,,MACOMB CHILDRENS HANDS ON MUSEUM INC,201409,0,0,0,PO BOX 463101,MOUNT CLEMEN,MI,48046-3101,201204,,,,,-82.88018,42.59244,4,3,2,26,99,PO BOX 463101,MOUNT CLEMEN,MI,48046-3101,48046,1,0,0,0,0,0,0,
8402700102,CMU,CHILDREN'S MUSEUM OF SOUTHERN MINNESOTA,demo_001.jpg,204351801,,A52,,712110,image/jpeg,CHILDRENS MUSEUM OF SOUTHERN MINNESOTA,,,121 E CHERRY ST,MANKATO,MN,56001,56001,224 LAMM STREET,MANKATO,MN,56001,56001,5073860279,HTTP://WWW.CMSOUTHERNMN.ORG,CHILDRENS MUSEUM OF SOUTHERN MINNESOTA,201312,6,2649491,2638552,224 LAMM ST,MANKATO,MN,56001-2305,200606,,,,,-94.01399,44.16147,4,4,1,27,13,224 LAMM STREET,MANKATO,MN,56001,56001,1,0,0,1,0,0,0,
8402700252,CMU,GREAT RIVER CHILDREN'S EXPLORATORIUM,demo_001.jpg,300716191,,A52,,712110,image/jpeg,GREAT RIVER CHILDRENS EXPLORATORIUM,,,1126 7TH AVE N,SAINT CLOUD,MN,56303-2804,56303,,,,,,,,GREAT RIVER CHILDRENS EXPLORATORIUM,,0,,,1126 7TH AVE N,SAINT CLOUD,MN,56303-2804,201303,,,,,-94.16945,45.57073,4,4,1,27,145,1126 7TH AVE N,SAINT CLOUD,MN,56303-2804,56303,1,0,0,0,0,0,0,
8402700303,HST,DULUTH CHILDREN'S MUSEUM,demo_001.jpg,410718361,,A54,171671779,712110,image/jpeg,DULUTH CHILDRENS MUSEUM INC,DULUTH CHILDREN'S MUSEUM,,115 S 29TH AVE W,DULUTH,MN,55806-1761,55806,,,,,,2187337543,HTTP://WWW.DULUTHCHILDRENSMUSEUM.ORG,DULUTH CHILDRENS MUSEUM INC,201406,6,2060267,2060267,115 S 29TH AVE W,DULUTH,MN,55806-1761,195109,,,,,-92.1335,46.75876,4,4,1,27,137,115 S 29TH AVE W,DULUTH,MN,55806-1761,55806,1,1,0,1,0,0,0,
8402700377,CMU,MINNESOTA CHILDREN'S MUSEUM,demo_001.jpg,411354181,,A52,51554327,712110,image/jpeg,MINNESOTA CHILDRENS MUSEUM,MINNESOTA CHILDREN'S MUSEUM,,10 7TH ST W,SAINT PAUL,MN,55102-2453,55102,,,,,,6512256000,HTTP://WWW.MCM.ORG,MINNESOTA CHILDRENS MUSEUM,201406,7,9197776,8738872,10 7TH ST W,SAINT PAUL,MN,55102-2453,197907,,,,,-93.09718,44.94798,4,4,1,27,123,10 7TH ST W,SAINT PAUL,MN,55102-2453,55102,1,1,1,1,0,0,0,
8402700503,CMU,LAKES AREA CHILDREN'S MUSEUM,demo_001.jpg,411751020,,A52,,,image/jpeg,LAKES AREA CHILDRENS MUSEUM INC,,,PO BOX 181,BRAINERD,MN,56401,56401,13240 S WEST BAY SHORE DRIVE,TRAVERSE CITY,MN,56401,56401,2319324526,,,,,,,,,,,,,,,,-94.17339,46.3468,4,4,3,27,,13240 S WEST BAY SHORE DRIVE,TRAVERSE CITY,MN,56401,56401,0,0,0,1,0,0,0,
8402700522,CMU,JUDY GARLAND CHILDREN'S MUSEUM,demo_001.jpg,411790485,,A50,,712110,image/jpeg,JUDY GARLAND CHILDRENS MUSEUM INC,,,PO BOX 724,GRAND RAPIDS,MN,55744-0724,55744,2727 HIGHWAY 169 SOUTH,GRAND RAPIDS,MN,55744-0724,55744,8006645839,HTTP://WWW.JUDYGARLANDMUSEUM.COM/,JUDY GARLAND CHILDRENS MUSEUM INC,201312,4,296875,278817,PO BOX 724,GRAND RAPIDS,MN,55744-0724,199501,,,,,-93.52635,47.23038,4,4,3,27,,2727 HIGHWAY 169 SOUTH,GRAND RAPIDS,MN,55744-0724,55744,1,0,0,0,0,0,0,
8402800209,CMU,MISSISSIPPI CHILDREN'S MUSEUM,demo_001.jpg,640850010,,A52,2561050,712110,image/jpeg,MISSISSIPPI CHILDRENS MUSEUM,,,PO BOX 55409,JACKSON,MS,39296-5409,39296,2145 HIGHLAND DR,JACKSON,MS,39296-5409,39296,6019815469,HTTP://WWW.MISSISSIPPICHILDRENSMUSEUM.COM,MISSISSIPPI CHILDRENS MUSEUM,201405,6,3225434,2921684,PO BOX 55409,JACKSON,MS,39296-5409,200406,,,,,-90.17529,32.33448,3,5,1,28,,2145 HIGHLAND DR,JACKSON,MS,39296-5409,39296,1,1,1,1,0,0,0,
8402900534,CMU,WORLDWAYS CHILDREN'S MUSEUM,demo_001.jpg,431701925,,A52,,,image/jpeg,WORLDWAYS CHILDRENS MUSEUM,,,733 CARMAN OAKS CT,BALLWIN,MO,63021-7071,63021,,,,,,6362077008,,,,,,,,,,,,,,,,-90.48605,38.57872,4,4,2,29,189,733 CARMAN OAKS CT,BALLWIN,MO,63021-7071,63021,0,0,0,1,0,0,0,
8402900760,CMU,SOUTHEAST MISSOURI CHILDREN'S MUSEUM,demo_001.jpg,743163851,,A52,,712110,image/jpeg,SOUTHEAST MISSOURI CHILDRENS MUSEUM,,,PO BOX 1251,CAPE GIRARDEAU,MO,63702-1251,63702,,,,,,,,SOUTHEAST MISSOURI CHILDRENS MUSEUM,201312,4,232037,227481,PO BOX 1251,CPE GIRARDEA,MO,63702-1251,200605,,,,,-89.52478,37.30844,4,4,1,29,31,PO BOX 1251,CPE GIRARDEA,MO,63702-1251,63702,1,0,0,0,0,0,0,
8403000022,CMU,MISSOULA CHILDREN'S MUSEUM,demo_001.jpg,,,,144599185,,image/jpeg,MISSOULA CHILDRENS MUSEUM,MISSOULA CHILDRENS MUSEUM; FAMILIES FIRST,,225 W FRONT ST,MISSOULA,MT,59802,59802,225 WEST FRONT STREET,MISSOULA,MT,59802,59802,4065417529,HTTPS://WWW.CHILDRENSMUSEUMMISSOULA.ORG/,,,,,,,,,,,,,,,-113.99277,46.86938,5,7,1,30,63,225 WEST FRONT STREET,MISSOULA,MT,59802,59802,0,0,0,1,1,0,0,
8403000052,CMU,CHILDREN'S MUSEUM OF BOZEMAN,demo_001.jpg,,,,,,image/jpeg,CHILDREN'S MUSEUM OF BOZEMAN,,,202 S WILLSON AVE,BOZEMAN,MT,59715,59715,,,,,,4065229087,HTTP://WWW.CMBOZEMAN.ORG,,,,,,,,,,,,,,,-111.03814,45.67669,5,7,3,30,31,202 S WILLSON AVE,BOZEMAN,MT,59715,59715,0,0,0,1,0,0,0,
8403000229,SCI,NORTHERN ROCKIES CHILDREN'S MUSEUM OF SCIENCE & TECHNOLOGY IN,demo_001.jpg,810469171,,,,,image/jpeg,NORTHERN ROCKIES CHILDRENS MUSEUM OF SCIENCE & TECHNOLOGY IN,,,111 N LAST CHANCE GULCH ST,HELENA,MT,59601,59601,995 CAROUSEL WAY,HELENA,MT,59601,59601,4064571800,,,,,,,,,,,,,,,,-112.03622,46.59755,5,7,3,30,49,995 CAROUSEL WAY,HELENA,MT,59601,59601,0,0,0,0,0,0,0,
8403000299,CMU,CHILDREN'S MUSEUM OF MONTANA,demo_001.jpg,841370101,,A52,76008700,712110,image/jpeg,CHILDRENS MUSEUM OF MONTANA INC,CHILDREN'S MUSEUM OF MONTANA,,22 RAILROAD SQ,GREAT FALLS,MT,59401-4003,59401,,,,,,4064526661,HTTP://WWW.CHILDRENSMUSEUMOFMONTANA.ORG,CHILDRENS MUSEUM OF MONTANA INC,201406,4,242113,240012,22 RAILROAD SQ,GREAT FALLS,MT,59401-4003,199705,,,,,-111.30721,47.50442,5,7,1,30,13,22 RAILROAD SQ,GREAT FALLS,MT,59401-4003,59401,1,0,0,1,0,0,0,
8403100181,ZAW,LINCOLN CHILDREN'S ZOO,demo_001.jpg,470482255,,D50,55073761,712130,image/jpeg,LINCOLN CHILDRENS ZOO,LINCOLN CHILDREN'S ZOO,,1222 S 27TH ST,LINCOLN,NE,68502-1832,68502,,,,,,4024756741,HTTP://WWW.LINCOLNZOO.ORG/,LINCOLN CHILDRENS ZOO,201312,6,2492607,2377278,1222 S 27TH ST,LINCOLN,NE,68502-1832,199401,,,,,-96.68219,40.80113,5,4,1,31,109,1222 S 27TH ST,LINCOLN,NE,68502-1832,68502,1,1,1,1,0,0,0,
8403100200,CMU,OMAHA CHILDREN'S MUSEUM,demo_001.jpg,470594056,PLANETARIUM,A52,41736802,712110,image/jpeg,OMAHA CHILDRENS MUSEUM INC,OMAHA CHILDREN'S MUSEUM,,500 S 20TH ST,OMAHA,NE,68102-2508,68102,,,,,,4023426164,HTTP://WWW.OCM.ORG,OMAHA CHILDRENS MUSEUM INC,201312,6,3329924,3055762,500 S 20TH ST,OMAHA,NE,68102-2508,197803,,,,,-95.94312,41.25483,5,4,1,31,55,500 S 20TH ST,OMAHA,NE,68102-2508,68102,1,1,1,1,0,0,0,
8403100247,CMU,LINCOLN CHILDREN'S MUSEUM,demo_001.jpg,470716636,,A52,784884850,712110,image/jpeg,LINCOLN CHILDRENS MUSEUM,LINCOLN CHILDREN'S MUSEUM,,1420 P ST,LINCOLN,NE,68508-1635,68508,,,,,,4024774000,HTTP://WWW.LINCOLNCHILDRENSMUSEUM.ORG/,LINCOLN CHILDRENS MUSEUM,201312,6,1584122,1517066,1420 P ST,LINCOLN,NE,68508-1635,198811,,,,,-96.70024,40.81505,5,4,1,31,109,1420 P ST,LINCOLN,NE,68508-1635,68508,1,0,1,1,0,0,0,
8403100285,CMU,NORTH PLATTE AREA CHILDREN'S MUSEUM,demo_001.jpg,470813286,,A52,,712110,image/jpeg,NORTH PLATTE AREA CHILDRENS MUSEUM,,,PO BOX 2088,NORTH PLATTE,NE,69103-2088,69103,314 N JEFFERS ST,NORTH PLATTE,NE,69103-2088,69103,3085323512,HTTP://NPCHILDRENSMUSEUM.COM/,NORTH PLATTE AREA CHILDRENS MUSEUM,201112,3,82606,82606,PO BOX 2088,NORTH PLATTE,NE,69103-2088,199808,,,,,-100.76364,41.13561,5,4,3,31,111,314 N JEFFERS ST,NORTH PLATTE,NE,69103-2088,69103,1,0,0,0,0,0,0,
8403100290,CMU,YORK AREA CHILDREN'S MUSEUM,demo_001.jpg,470819954,,A52,,712110,image/jpeg,YORK AREA CHILDRENS MUSEUM,,,306 E 7TH STREET,YORK,NE,68467-3024,68467,612 NEBRASKA AVENUE,YORK,NE,68467-3024,68467,4023637411,HTTP://WWW.YORKAREACHILDRENSMUSEUM.ORG,YORK AREA CHILDRENS MUSEUM,201412,0,0,0,306 E 7TH ST,YORK,NE,68467-3024,199907,,,,,-97.59055,40.86702,5,4,3,31,185,612 NEBRASKA AVENUE,YORK,NE,68467-3024,68467,1,0,0,0,0,0,0,
8403100354,CMU,CHILDREN'S MUSEUM OF CENTRAL NEBRASKA,demo_001.jpg,753120127,,A52,,712110,image/jpeg,CHILDRENS MUSEUM OF CENTRAL NEBRASKA INC,,,PO BOX 1502,HASTINGS,NE,68902-1502,68902,THE IMPERIAL MALL 12TH STREET & MARIAN ROAD,HASTINGS,NE,68902-1502,68902,4024633300,HTTP://CMOCN.ORG/,CHILDRENS MUSEUM OF CENTRAL NEBRASKA INC,201412,3,60952,60952,PO BOX 1502,HASTINGS,NE,68902-1502,200309,,,,,-98.38512,40.58542,5,4,3,31,,THE IMPERIAL MALL 12TH STREET & MARIAN ROAD,HASTINGS,NE,68902-1502,68902,1,0,0,0,0,0,0,
8403200140,CMU,CHILDREN'S MUSEUM OF NORTHERN NEVADA,demo_001.jpg,880236615,,A52,797910270,712110,image/jpeg,CHILDRENS MUSEUM OF NORTHERN NEVADA INC,CHILDRENS MUSEUM OF NORTHERN NEVADA,,813 N CARSON ST,CARSON CITY,NV,89701-4009,89701,,,,,,7758842226,HTTP://WWW.CMNN.ORG,CHILDRENS MUSEUM OF NORTHERN NEVADA INC,201406,4,135409,129019,813 N CARSON ST,CARSON CITY,NV,89701-4009,199306,,,,,-119.76686,39.16911,6,8,1,32,510,813 N CARSON ST,CARSON CITY,NV,89701-4009,89701,1,0,1,1,0,0,0,
8403300049,CMU,KALEIDOSCOPE CHILDREN'S MUSEUM,demo_001.jpg,,,,,,image/jpeg,KALEIDOSCOPE CHILDREN'S MUSEUM,,,8 S MAIN ST,CONCORD,NH,3301,3301,,,,,,6032294526,,,,,,,,,,,,,,,,-71.5357,43.20387,1,1,3,33,13,8 S MAIN ST,CONCORD,NH,3301,3301,0,0,0,1,0,0,0,
8403300077,CMU,CHILDREN'S MUSEUM-MEREDITH,demo_001.jpg,,,,,,image/jpeg,CHILDREN'S MUSEUM-MEREDITH,,,28 LANG ST,MEREDITH,NH,3253,3253,,,,,,6032796307,HTTP://WWW.THEZEEUM.COM,,,,,,,,,,,,,,,-71.49892,43.65441,1,1,4,33,1,28 LANG ST,MEREDITH,NH,3253,3253,0,0,0,1,0,0,0,
8403300129,CMU,CHILDREN'S MUSEUM OF NEW HAMPSHIRE,demo_001.jpg,20363746,,A52,151439163,712110,image/jpeg,THE CHILDRENS MUSEUM OF NEW HAMPSHIRE,CHILDREN'S MUSEUM OF PORTSMOUTH,,6 WASHINGTON ST,DOVER,NH,03820-3814,3820,,,,,,6037422002,HTTP://WWW.CHILDRENS-MUSEUM.ORG,THE CHILDRENS MUSEUM OF NEW HAMPSHIRE,201406,6,1201371,1093587,6 WASHINGTON ST,DOVER,NH,03820-3814,198207,,,,,-70.87194,43.19505,1,1,2,33,17,6 WASHINGTON ST,DOVER,NH,03820-3814,3820,1,0,1,1,0,0,0,
8403300170,CMU,CHILDREN'S MUSEUM OF CONCORD,demo_001.jpg,20467443,,A52,78088437,,image/jpeg,CHILDRENS MUSEUM OF CONCORD,,,26 FOWLER ST,PENACOOK,NH,03303-1809,3303,,,,,,,,,,,,,,,,,,,,,,-71.60447,43.27119,1,1,3,33,13,26 FOWLER ST,PENACOOK,NH,03303-1809,3303,0,0,0,0,0,0,0,
8403300325,CMU,MOUNT WASHINGTON VALLEY CHILDREN'S MUSEUM,demo_001.jpg,223914882,,A52,,712110,image/jpeg,MOUNT WASHINGTON VALLEY CHILDRENS MUSEUM,,,PO BOX 2602,NORTH CONWAY,NH,03860-2602,3860,,,,,,6033562992,,MOUNT WASHINGTON VALLEY CHILDRENS MUSEUM,201312,4,124062,121009,PO BOX 2602,NORTH CONWAY,NH,03860-2602,200511,,,,,-71.12888,44.04403,1,1,4,33,3,PO BOX 2602,NORTH CONWAY,NH,03860-2602,3860,1,0,0,0,0,0,0,
8403300351,CMU,CHESHIRE CHILDREN'S MUSEUM,demo_001.jpg,264353786,,A52,,712110,image/jpeg,CHESHIRE CHILDRENS MUSEUM,,,222 WEST ST,KEENE,NH,03431-2456,3431,,,,,,6039031800,HTTP://WWW.CHESHIRECHILDRENSMUSEUM.ORG,CHESHIRE CHILDRENS MUSEUM,201312,4,135947,133142,222 WEST STREET,KEENE,NH,03431-2455,201001,,,,,-72.28671,42.93237,1,1,3,33,5,222 WEST STREET,KEENE,NH,03431-2455,3431,1,0,0,1,0,0,0,
8403400045,CMU,NEW JERSEY CHILDREN'S MUSEUM,demo_001.jpg,,,,,,image/jpeg,NEW JERSEY CHILDREN'S MUSEUM,,,599 VALLEY HEALTH PLZ,PARAMUS,NJ,7652,7652,,,,,,2012625151,,,,,,,,,,,,,,,,-74.07481,40.96264,2,2,2,34,3,599 VALLEY HEALTH PLZ,PARAMUS,NJ,7652,7652,0,0,0,1,0,0,0,
8403400112,BOT,CAMDEN CHILDREN'S GARDEN,demo_001.jpg,222870647,,C42,,813410,image/jpeg,CAMDEN CITY GARDEN CLUB INC,,,3 RIVERSIDE DR,CAMDEN,NJ,8103,8103,,,,,,8563658733,HTTP://WWW.CAMDENCHILDRENSGARDEN.ORG,CAMDEN CITY GARDEN CLUB INC,201312,5,906030,889025,3 RIVERSIDE DR,CAMDEN,NJ,08103-1037,199001,,,,,-75.13026,39.94336,2,2,1,34,7,3 RIVERSIDE DR,CAMDEN,NJ,08103-1037,8103,1,0,0,1,0,0,0,
8403400297,CMU,JERSEY EXPLORER CHILDREN'S MUSEUM,demo_001.jpg,222505165,,A52,,813219,image/jpeg,URBAN EDUCATIONAL PROJECT-JERSEY EXPLORER CHILDRENS MUSEUM,,,192 DODD ST,EAST ORANGE,NJ,07017-2107,7017,,,,,,9736736900,HTTP://WWW.JERSEYEXPLORER.ORG,URBAN EDUCATIONAL PROJECT-JERSEY EXPLORER CHILDRENS MUSEUM,201312,3,28835,28835,192 DODD ST,EAST ORANGE,NJ,07017-2107,198405,,,,,-74.21015,40.78188,2,2,2,34,13,192 DODD ST,EAST ORANGE,NJ,07017-2107,7017,1,0,1,1,0,0,0,
8403400303,CMU,TOUCH N TECH CHILDREN'S MUSEUM,demo_001.jpg,222540210,,,,,image/jpeg,TOUCH N TECH CHILDRENS MUSEUM,,,232 BROOKSIDE LANE,SOMERVILLE,NJ,8876,8876,,,,,,,,,,,,,,,,,,,,,,-74.6468,40.57617,2,2,2,34,,232 BROOKSIDE LANE,SOMERVILLE,NJ,8876,8876,0,0,0,0,0,0,0,
8403400430,CMU,CHILDREN'S MUSEUM,demo_001.jpg,223484005,,A52,,712110,image/jpeg,THE CHILDRENS MUSEUM INC,,,120 FINDERNE AVE SUITE 13,BRIDGEWATER,NJ,08807-3670,8807,,,,,,9085950001,,THE CHILDRENS MUSEUM INC,201312,0,0,0,120 FINDERNE AVE SUITE 1,BRIDGEWATER,NJ,08807-3670,199708,,,,,-74.57569,40.5681,2,2,2,34,35,120 FINDERNE AVE SUITE 1,BRIDGEWATER,NJ,08807-3670,8807,1,0,0,1,0,0,0,
8403400433,CMU,COMMUNITY CHILDREN'S MUSEUM,demo_001.jpg,223489616,,A52,24506938,,image/jpeg,COMMUNITY CHILDRENS MUSEUM,COMMUNITY CHILDRENS MUSEUM,,77 E BLACKWELL ST,DOVER,NJ,07801-4037,7801,,,,,,3034337444,HTTP://WWW.MYCHILDSMUSEUM.ORG,,,,,,,,,,,,,,,-74.55449,40.88485,2,2,2,34,27,77 E BLACKWELL ST,DOVER,NJ,07801-4037,7801,0,0,0,1,0,0,0,
8403400439,CMU,JERSEY SHORE CHILDREN'S MUSEUM,demo_001.jpg,223532740,,A52,31848430,712110,image/jpeg,JERSEY SHORE CHILDRENS MUSEUM INC,,,6725 BLACK HORSE PIKE,EGG HARBOR TOWNSHIP,NJ,08234-6970,8234,116 LIGHTHOUSE LN,EGG HARBOR TOWNSHIP,NJ,08234-6970,8234,6096457741,,JERSEY SHORE CHILDRENS MUSEUM INC,201312,3,35770,30560,116 LIGHTHOUSE LN,EGG HBR TWP,NJ,08234-6970,199803,,,,,-74.64255,39.36336,2,2,2,34,1,116 LIGHTHOUSE LN,EGG HARBOR TOWNSHIP,NJ,08234-6970,8234,1,0,0,0,0,0,0,
8403400518,CMU,CHILDREN'S MUSEUM OF CENTRAL NEW JERSEY,demo_001.jpg,223828660,,A50,,,image/jpeg,CHILDRENS MUSEUM OF CENTRAL NEW JERSEY INC,,,PO BOX 277,SUMMIT,NJ,07902-0277,7902,,,,,,,,,,,,,,,,,,,,,,-74.35949,40.7162,2,2,2,34,39,PO BOX 277,SUMMIT,NJ,07902-0277,7902,0,0,0,0,0,0,0,
8403500077,CMU,UNSER CHILDREN'S DISCOVERY CENTER,demo_001.jpg,30425737,,A50,,712110,image/jpeg,UNSER CHILDRENS DISCOVERY CENTER,,,7625 CTRL AVE NW,ALBUQUERQUE,NM,87121,87121,1776 MONTAÑO RD NW,ALBUQUERQUE,NM,87121,87121,5058361800,,UNSER CHILDRENS DISCOVERY CENTER,201312,4,422946,391802,7625 CENTRAL AVE NW,ALBUQUERQUE,NM,87121-2115,200207,,,,,-106.72934,35.05286,5,6,1,35,,1776 MONTAÑO RD NW,ALBUQUERQUE,NM,87121,87121,1,0,0,0,0,0,0,
8403500206,CMU,SANTA FE CHILDREN'S MUSEUM,demo_001.jpg,850335070,,A52,182525790,712110,image/jpeg,SANTA FE CHILDRENS MUSEUM INC,,,1050 OLD PECOS TRL,SANTA FE,NM,87505-2688,87505,,,,,,5059898359,HTTP://SANTAFECHILDRENSMUSEUM.ORG/,SANTA FE CHILDRENS MUSEUM INC,201312,5,848581,826004,1050 OLD PECOS TRL,SANTA FE,NM,87505-2688,198504,,,,,-105.93682,35.67394,5,6,1,35,49,1050 OLD PECOS TRL,SANTA FE,NM,87505-2688,87505,1,1,1,1,0,0,0,
8403500249,CMU,EXPLORA SCIENCE CENTER & CHILDREN'S MUSEUM OF ALBUQUERQUE,demo_001.jpg,850442062,,A52,791188774,712110,image/jpeg,EXPLORA SCIENCE CENTER & CHILDRENS MUSEUM OF ALBUQUERQUE,EXPLORA SCIENCE CENTER & CHILDREN'S MUSEUM OF ALBUQUERQUE,,1701 MOUNTAIN RD NW,ALBUQUERQUE,NM,87104-1396,87104,,,,,,5052248300,HTTP://WWW.EXPLORA.US,EXPLORA SCIENCE CENTER & CHILDRENS MUSEUM OF ALBUQUERQUE,201406,6,3656345,3430651,1701 MOUNTAIN RD NW,ALBUQUERQUE,NM,87104-1396,199608,,,,,-106.66398,35.09745,5,6,1,35,1,1701 MOUNTAIN RD NW,ALBUQUERQUE,NM,87104-1396,87104,1,1,1,0,0,0,0,
8403600237,CMU,JEWISH CHILDREN'S LEARNING LAB,demo_001.jpg,133817786,,,,,image/jpeg,JEWISH CHILDRENS LEARNING LAB,,,515 W 20TH ST,NEW YORK,NY,10011,10011,,,,,,5159208478,HTTP://WWW.CGJC.ORG,,,,,,,,,,,,,,,-74.00586,40.74605,2,2,1,36,61,515 W 20TH ST,NEW YORK,NY,10011,10011,0,0,0,1,0,0,0,
8403600349,CMU,CHILDREN'S MUSEUM OF EAST END,demo_001.jpg,,,,,,image/jpeg,CHILDREN'S MUSEUM OF EAST END,,,376 SAG HARBOR TPKE,EAST HAMPTON,NY,11937,11937,,,,,,6315378250,,,,,,,,,,,,,,,,-72.21545,40.97352,2,2,4,36,103,376 SAG HARBOR TPKE,EAST HAMPTON,NY,11937,11937,0,0,0,1,0,0,0,
8403600444,CMU,WESTCHESTER MUSEUM FOR CHILDREN,demo_001.jpg,10584945,,A50,,,image/jpeg,WESTCHESTER MUSEUM FOR CHILDREN,,,294 WEAVER ST,LARCHMONT,NY,10538,10538,PLAYLAND PKWY,RYE,NY,10538,10538,9144215050,HTTP://DISCOVERWCM.ORG/,,,,,,,,,,,,,,,-73.68983,40.97534,2,2,2,36,119,PLAYLAND PKWY,RYE,NY,10538,10538,0,0,0,0,0,0,0,
8403600552,CMU,BROOKLYN CHILDREN'S MUSEUM,demo_001.jpg,112495664,,A52,76190388,712110,image/jpeg,BROOKLYN CHILDRENS MUSEUM CORP,BROOKLYN CHILDREN'S MUSEUM,,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,11213,,,,,,7187354400,HTTP://WWW.BROOKLYNKIDS.ORG,BROOKLYN CHILDRENS MUSEUM CORP,201306,7,5961611,5213728,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,198110,,,,,-73.94394,40.67442,2,2,1,36,47,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,11213,1,1,1,1,0,0,0,
8403600604,CMU,LONG ISLAND CHILDREN'S MUSEUM,demo_001.jpg,113035221,,A52,877120071,712110,image/jpeg,LONG ISLAND CHILDRENS MUSEUM,LONG ISLAND CHILDREN'S MUSEUM,,11 DAVIS AVE,GARDEN CITY,NY,11530-6745,11530,,,,,,5162245800,HTTP://WWW.LICM.ORG,LONG ISLAND CHILDRENS MUSEUM,201306,6,4804957,4705129,11 DAVIS AVE,GARDEN CITY,NY,11530-6745,199011,,,,,-73.60094,40.7283,2,2,2,36,59,11 DAVIS AVE,GARDEN CITY,NY,11530-6745,11530,1,1,1,1,0,0,0,
